1-2 toe syndactyly	HP:0010711
Abnormal leukocyte morphology	HP:0001881
Abnormal leukocyte physiology	HP:0033796
Abnormal levator palpebrae superioris morphology	HP:3000072
Abnormal level of platelet-activating factor	HP:0040177
Abnormal levels of alpha-fetoprotein	HP:0045056
Abnormal libido	HP:0031845
Abnormal light- and dark-adapted electroretinogram	HP:0008323
Abnormal light-adapted electroretinogram	HP:0008275
Abnormal light-adapted flicker electroretinogram	HP:0030473
Abnormal line of Schwalbe morphology	HP:0008048
Abnormal lingual nerve morphology	HP:3000075
Abnormal lip morphology	HP:0000159
Abnormal lip pigmentation	HP:0032453
Abnormal liver function tests during pregnancy	HP:0200148
Abnormal liver lobulation	HP:0100752
Abnormal liver morphology	HP:0410042
Abnormal liver parenchyma morphology	HP:0030146
Abnormal liver physiology	HP:0031865
Abnormal liver sonography	HP:0031140
Abnormal localization of kidney	HP:0100542
Abnormal location of ears	HP:0000357
Abnormal location of the eyebrow	HP:0040296
Abnormal lower limb bone morphology	HP:0040069
Abnormal lower motor neuron morphology	HP:0002366
Abnormal lower-limb motor evoked potentials	HP:0012898
Abnormal lumbar spine morphology	HP:0100712
Abnormal lung development	HP:4000059
Abnormal lung lobation	HP:0002101
Abnormal lung morphology	HP:0002088
Abnormal lymphatic vessel morphology	HP:0100766
Abnormal lymphocyte apoptosis	HP:0030886
Abnormal lymphocyte count	HP:0040088
Abnormal lymphocyte morphology	HP:0004332
Abnormal lymphocyte physiology	HP:0031409
Abnormal lymphocyte proliferation	HP:0031378
Abnormal lymphocyte surface marker expression	HP:0031383
Abnormal macrophage morphology	HP:0004311
Abnormal macroscopic urine appearance	HP:0033072
Abnormal macular morphology	HP:0001103
Abnormal magnesium concentration	HP:0004921
Abnormal malar bone morphology	HP:0012369
Abnormal male germ cell morphology	HP:0012863
Abnormal male reproductive system physiology	HP:0012874
Abnormal male urethral meatus morphology	HP:0032076
Abnormal mandible condylar process morphology	HP:3000077
Abnormal mandible morphology	HP:0000277
Abnormal mandibular ramus morphology	HP:3000003
Abnormal manganese concentration	HP:0032096
Abnormal mast cell morphology	HP:0100494
Abnormal maternal serum screening	HP:0011436
Abnormal mean corpuscular hemoglobin concentration	HP:0025546
Abnormal mean corpuscular volume	HP:0025065
Abnormal megakaryocyte morphology	HP:0012143
Abnormal meiosis	HP:0031515
Abnormal meningeal morphology	HP:0010651
Abnormal metabolic brain imaging by MRS	HP:0012705
Abnormal metabolism	HP:0032245
Abnormal metacarpal morphology	HP:0005916
Abnormal metaphyseal trabeculation	HP:0005089
Abnormal metaphyseal vascular invasion	HP:0003562
Abnormal metatarsal morphology	HP:0001832
Abnormal metatarsal ossification	HP:0008371
Abnormal metencephalon morphology	HP:0011283
Abnormal midbrain morphology	HP:0002418
Abnormal middle ear reflexes	HP:0004454
Abnormal middle phalanx morphology of the hand	HP:0009833
Abnormal migration of corneal endothelium	HP:0011489
Abnormal mitochondria in muscle tissue	HP:0008316
Abnormal mitochondrial morphology	HP:0008322
Abnormal mitochondrial number	HP:0012102
Abnormal mitochondrial shape	HP:0012087
Abnormal mitral valve morphology	HP:0001633
Abnormal mitral valve physiology	HP:0031481
Abnormal molar morphology	HP:0011070
Abnormal monocyte count	HP:0012310
Abnormal monocyte morphology	HP:0012144
Abnormal morphology of bony orbit of skull	HP:3000030
Abnormal morphology of female internal genitalia	HP:0000008
Abnormal morphology of left ventricular trabeculae	HP:0031192
Abnormal morphology of musculature of pharynx	HP:0430015
Abnormal morphology of myocardial trabeculae	HP:0030681
Abnormal morphology of phalanx of the 2nd toe	HP:0010324
Abnormal morphology of right ventricular trabeculae	HP:0031193
Abnormal morphology of the abdominal musculature	HP:0010991
Abnormal morphology of the chordae tendinae of the mitral valve	HP:0025523
Abnormal morphology of the choroidal vasculature	HP:0025568
Abnormal morphology of the conjunctival vasculature	HP:0008054
Abnormal morphology of the great vessels	HP:0030962
Abnormal morphology of the limbic system	HP:0007343
Abnormal morphology of the musculature of the neck	HP:0011006
Abnormal morphology of the olfactory bulb	HP:0040327
Abnormal morphology of the pelvis musculature	HP:0001469
Abnormal morphology of the proximal phalanx of the hallux	HP:0010052
Abnormal morphology of the radius	HP:0045009
Abnormal morphology of ulna	HP:0040071
Abnormal motor evoked potentials	HP:0012896
Abnormal motor nerve conduction velocity	HP:0040131
Abnormal motor neuron morphology	HP:0002450
Abnormal mucociliary clearance	HP:0031602
Abnormal multifocal electroretinogram	HP:0030468
Abnormal muscle fiber alpha dystroglycan	HP:0030112
Abnormal muscle fiber desmin	HP:0030224
Abnormal muscle fiber dysferlin	HP:0030113
Abnormal muscle fiber dystrophin expression	HP:0030096
Abnormal muscle fiber emerin	HP:0030116
Abnormal muscle fiber merosin expression	HP:0030090
Abnormal muscle fiber morphology	HP:0004303
Abnormal muscle fiber myotilin	HP:0030226
Abnormal muscle fiber protein expression	HP:0030089
Abnormal muscle fiber-type distribution	HP:0033684
Abnormal muscle glycogen content	HP:0012269
Abnormal muscle physiology	HP:0011804
Abnormal muscle tone	HP:0003808
Abnormal myelination	HP:0012447
Abnormal myeloid cell morphology	HP:0020047
Abnormal myeloid leukocyte morphology	HP:0010974
Abnormal myocardium morphology	HP:0001637
Abnormal nail growth	HP:0030807
Abnormal nasal base	HP:0012808
Abnormal nasal bone morphology	HP:0010939
Abnormal nasal bridge morphology	HP:0000422
Abnormal nasal morphology	HP:0005105
Abnormal nasal mucosa morphology	HP:0000433
Abnormal nasal mucus secretion	HP:0031416
Abnormal nasolacrimal system morphology	HP:0000614
Abnormal nasopharyngeal adenoid morphology	HP:3000033
Abnormal nasopharynx morphology	HP:0001739
Abnormal natural killer cell count	HP:0040089
Abnormal natural killer cell morphology	HP:0012176
Abnormal natural killer cell physiology	HP:0012177
Abnormal natural killer subset distribution	HP:0500033
Abnormal neck blood vessel morphology	HP:3000037
Abnormal neck morphology	HP:0025668
Abnormal neck physiology	HP:0025669
Abnormal nephron morphology	HP:0012575
Abnormal nerve conduction velocity	HP:0040129
Abnormal nervous system electrophysiology	HP:0001311
Abnormal nervous system morphology	HP:0012639
Abnormal nervous system physiology	HP:0012638
Abnormal neural tube morphology	HP:0410043
Abnormal neuron morphology	HP:0012757
Abnormal neutrophil count	HP:0011991
Abnormal nipple morphology	HP:0004404
Abnormal nonverbal communicative behavior	HP:0000758
Abnormal number of alpha granules	HP:0012528
Abnormal number of dense granules	HP:0012530
Abnormal number of erythroid precursors	HP:0012131
Abnormal number of granulocyte precursors	HP:0012137
Abnormal number of incisors	HP:0011064
Abnormal number of permanent teeth	HP:0011044
Abnormal number of teeth	HP:0006483
Abnormal number of vertebrae	HP:0030304
Abnormal oblique muscle physiology	HP:0031739
Abnormal occipital bone morphology	HP:0012294
Abnormal ocular adnexa morphology	HP:0030669
Abnormal ocular adnexa physiology	HP:0032040
Abnormal odontoid tissue morphology	HP:3000050
Abnormal oligodendroglia morphology	HP:0100706
Abnormal onset of bleeding	HP:0040231
Abnormal oocyte morphology	HP:0020155
Abnormal optical coherence tomography	HP:0030603
Abnormal oral cavity morphology	HP:0000163
Abnormal oral frenulum morphology	HP:0000190
Abnormal oral glucose tolerance	HP:0004924
Abnormal oral morphology	HP:0031816
Abnormal oral mucosa morphology	HP:0011830
Abnormal oral physiology	HP:0031815
Abnormal ossification involving the femoral head and neck	HP:0009107
Abnormal ossification of the pubic bone	HP:0009105
Abnormal ossification of the sacrum	HP:0025370
Abnormal osteoclast count	HP:0030327
Abnormal ovarian morphology	HP:0031065
Abnormal ovarian physiology	HP:0031066
Abnormal palate morphology	HP:0000174
Abnormal palmar dermatoglyphics	HP:0001018
Abnormal pancreas morphology	HP:0012090
Abnormal pancreas size	HP:0012094
Abnormal pancreatic duct morphology	HP:0030992
Abnormal paranasal sinus morphology	HP:0000245
Abnormal parietal bone morphology	HP:0002696
Abnormal parotid gland morphology	HP:0000197
Abnormal patella morphology	HP:0003045
Abnormal pattern electroretinogram	HP:0030467
Abnormal pattern of respiration	HP:0002793
Abnormal pectoral muscle morphology	HP:0011957
Abnormal pelvis bone morphology	HP:0040163
Abnormal pelvis bone ossification	HP:0009106
Abnormal penis morphology	HP:0000036
Abnormal pericardium morphology	HP:0001697
Abnormal perifollicular morphology	HP:0031285
Abnormal periodontium morphology	HP:0410026
Abnormal periosteum morphology	HP:0030313
Abnormal peripheral action potential amplitude	HP:0030179
Abnormal peripheral myelination	HP:0003130
Abnormal peripheral nervous system morphology	HP:0000759
Abnormal peripheral nervous system physiology	HP:0032120
Abnormal peripheral nervous system synaptic transmission	HP:0030191
Abnormal peristalsis	HP:0030914
Abnormal periventricular white matter morphology	HP:0002518
Abnormal phagocytosis	HP:0010977
Abnormal phalangeal joint morphology of the hand	HP:0006261
Abnormal pharynx morphology	HP:0033151
Abnormal pharynx physiology	HP:0033152
Abnormal phosphoribosylpyrophosphate synthetase level	HP:0032459
Abnormal pigmentation of the oral mucosa	HP:0100669
Abnormal pineal melatonin secretion	HP:0012689
Abnormal pineal morphology	HP:0012681
Abnormal pineal volume	HP:0012684
Abnormal pinna morphology	HP:0000377
Abnormal pituitary glycoprotein hormone alpha subunit level	HP:0032481
Abnormal placenta morphology	HP:0100767
Abnormal placental membrane morphology	HP:0011409
Abnormal placental size	HP:0012767
Abnormal platelet aggregation	HP:0030402
Abnormal platelet count	HP:0011873
Abnormal platelet function	HP:0011869
Abnormal platelet granules	HP:0011883
Abnormal platelet membrane protein expression	HP:0011878
Abnormal platelet morphology	HP:0011875
Abnormal platelet volume	HP:0011876
Abnormal pleura morphology	HP:0002103
Abnormal pons morphology	HP:0007361
Abnormal portal venous system morphology	HP:0031941
Abnormal position of hair whorl	HP:0010814
Abnormal posterior cranial fossa morphology	HP:0000932
Abnormal posterior eye segment morphology	HP:0004329
Abnormal posterior segment imaging	HP:0030601
Abnormal posturing	HP:0002533
Abnormal preimplantation embryonic development	HP:0033335
Abnormal preputium morphology	HP:0100587
Abnormal proerythroblast morphology	HP:0025035
Abnormal prolactin level	HP:0040086
Abnormal proportion of CD4-positive T cells	HP:0031392
Abnormal proportion of CD4-positive helper T cells	HP:0500267
Abnormal proportion of CD8-positive T cells	HP:0031393
Abnormal proportion of class-switched memory B cells	HP:0030386
Abnormal proportion of double-negative alpha-beta regulatory T cell	HP:0031399
Abnormal proportion of gamma-delta T cells	HP:0500269
Abnormal proportion of marginal zone B cells	HP:0030383
Abnormal proportion of memory B cells	HP:0030373
Abnormal proportion of memory T cells	HP:0032182
Abnormal proportion of naive CD4 T cells	HP:0410373
Abnormal proportion of naive T cells	HP:0031396
Abnormal proportion of transitional B cells	HP:0030379
Abnormal prostate morphology	HP:0008775
Abnormal protein N-linked glycosylation	HP:0012347
Abnormal protein O-linked glycosylation	HP:0012358
Abnormal protein glycosylation	HP:0012346
Abnormal prothrombin time	HP:0032199
Abnormal proximal phalanx morphology of the hand	HP:0009834
Abnormal pulmonary alveolar system development	HP:4000060
Abnormal pulmonary alveolar system morphology	HP:0033137
Abnormal pulmonary artery morphology	HP:0030966
Abnormal pulmonary artery physiology	HP:0030967
Abnormal pulmonary interstitial morphology	HP:0006530
Abnormal pulmonary lymphatics	HP:0006529
Abnormal pulmonary situs morphology	HP:0011615
Abnormal pulmonary thoracic imaging finding	HP:0031983
Abnormal pulmonary valve cusp morphology	HP:0031566
Abnormal pulmonary valve morphology	HP:0001641
Abnormal pulmonary valve physiology	HP:0031654
Abnormal pulmonary vein morphology	HP:0030968
Abnormal pulse	HP:0032552
Abnormal pulse pressure	HP:0030850
Abnormal pupil morphology	HP:0000615
Abnormal pupillary function	HP:0007686
Abnormal pupillary light reflex	HP:0007695
Abnormal putamen morphology	HP:0031982
Abnormal pyramidal sign	HP:0007256
Abnormal radial artery morphology	HP:0031640
Abnormal radioactive iodine uptake test result	HP:0031221
Abnormal rapid eye movement sleep	HP:0002494
Abnormal rectum morphology	HP:0002034
Abnormal red blood cell count	HP:0020058
Abnormal reflex	HP:0031826
Abnormal renal artery morphology	HP:0008776
Abnormal renal calyx morphology	HP:0011130
Abnormal renal collecting system morphology	HP:0004742
Abnormal renal corpuscle morphology	HP:0031263
Abnormal renal cortex morphology	HP:0011035
Abnormal renal corticomedullary differentiation	HP:0005932
Abnormal renal echogenicity	HP:0033130
Abnormal renal glomerulus morphology	HP:0000095
Abnormal renal insterstitial morphology	HP:0032581
Abnormal renal medulla morphology	HP:0100957
Abnormal renal morphology	HP:0012210
Abnormal renal pelvis morphology	HP:0010944
Abnormal renal physiology	HP:0012211
Abnormal renal resorption	HP:0011038
Abnormal renal tubular epithelial morphology	HP:0032599
Abnormal renal tubular lumen morphology	HP:0032950
Abnormal renal tubule morphology	HP:0000091
Abnormal renal vascular morphology	HP:0033835
Abnormal reproductive system morphology	HP:0012243
Abnormal respiratory epithelium morphology	HP:0012253
Abnormal respiratory motile cilium morphology	HP:0005938
Abnormal respiratory motile cilium physiology	HP:0012261
Abnormal respiratory system morphology	HP:0012252
Abnormal respiratory system physiology	HP:0002795
Abnormal response to ACTH stimulation test	HP:0031074
Abnormal response to corticotropin releasing hormone stimulation test	HP:0031077
Abnormal response to endocrine stimulation test	HP:0031073
Abnormal response to glucagon stimulation test	HP:0031080
Abnormal response to gonadotropin-releasing hormone stimulation test	HP:0031279
Abnormal response to human chorionic gonadotrophin stimulation test	HP:0031083
Abnormal response to insulin tolerance test	HP:0031075
Abnormal reticulocyte morphology	HP:0004312
Abnormal retinal artery morphology	HP:0000630
Abnormal retinal morphology	HP:0000479
Abnormal retinal morphology on macular OCT	HP:0030612
Abnormal retinal nerve fiber layer morphology	HP:0020119
Abnormal retinal vascular morphology	HP:0008046
Abnormal rib cage morphology	HP:0001547
Abnormal rib morphology	HP:0000772
Abnormal rib ossification	HP:0012306
Abnormal right atrium morphology	HP:0025580
Abnormal right hemidiaphragm morphology	HP:0040047
Abnormal right ventricle morphology	HP:0001707
Abnormal right ventricular function	HP:0033118
Abnormal saccadic eye movements	HP:0000570
Abnormal sacral segmentation	HP:0008468
Abnormal sacroiliac joint morphology	HP:0100781
Abnormal sacrum morphology	HP:0005107
Abnormal salivary gland morphology	HP:0010286
Abnormal sarcomere morphology	HP:0020201
Abnormal scalp morphology	HP:0001965
Abnormal scapula morphology	HP:0000782
Abnormal sclera morphology	HP:0000591
Abnormal scrotal rugation	HP:0012856
Abnormal sebaceous gland morphology	HP:0032226
Abnormal second heart sound	HP:0031661
Abnormal sella turcica morphology	HP:0002679
Abnormal sensory nerve conduction velocity	HP:0040132
